age,job,marital,education,balance,housing,duration,campaign,approval
44.0,4,2,2,2060,no,418.0,2,yes
42.0,1,1,0,2174,yes,386.0,4,no
37.0,2,2,1,867,no,594.0,2,no
47.0,4,1,2,1506,no,161.0,1,no
32.0,10,1,1,1651,yes,450.0,3,no
46.0,1,1,1,763,yes,217.0,6,no
39.0,9,2,2,1225,no,136.0,1,no
28.0,7,2,1,499,yes,322.0,1,no
26.0,8,2,1,473,no,104.0,1,no
52.0,9,1,1,1484,no,189.0,2,no
42.0,10,1,1,1273,no,250.0,4,yes
33.0,9,0,2,313,no,123.0,5,no
73.0,5,1,0,976,no,427.0,1,yes
35.0,0,2,1,331,no,632.0,2,no
40.0,4,1,2,1385,yes,101.0,3,no
51.0,9,1,1,391,no,467.0,2,yes
37.0,0,2,1,274,yes,640.0,2,no
39.0,4,1,2,896,yes,517.0,1,no
28.0,1,1,1,338,yes,160.0,3,no
49.0,9,0,2,274,yes,177.0,3,no
36.0,0,1,1,1081,yes,206.0,1,no
45.0,9,1,1,392,yes,208.0,2,no
29.0,9,2,2,488,yes,169.0,1,no
35.0,4,1,1,919,yes,287.0,2,yes
35.0,3,1,2,294,yes,505.0,3,no
30.0,1,1,1,252,yes,284.0,2,no
46.0,1,1,0,877,no,89.0,4,no
25.0,8,2,2,279,no,138.0,1,no
36.0,4,1,2,1059,no,321.0,3,yes
42.0,1,1,0,1673,yes,262.0,4,no
57.0,0,1,1,1926,no,61.0,1,no
42.0,4,0,2,657,yes,217.0,9,no
29.0,4,1,2,808,yes,192.0,2,no
36.0,9,1,2,1292,no,174.0,2,no
31.0,10,1,1,1822,no,292.0,2,no
59.0,9,1,0,1804,yes,240.0,2,no
50.0,10,0,1,306,no,282.0,2,no
47.0,0,1,1,572,yes,128.0,6,no
46.0,3,1,0,274,no,161.0,1,no
26.0,1,2,0,428,yes,291.0,1,no
31.0,7,2,1,2279,yes,356.0,1,no
30.0,7,1,2,1315,yes,294.0,2,no
47.0,1,2,3,1661,no,422.0,1,no
23.0,9,2,2,1182,yes,806.0,1,yes
44.0,10,2,0,1973,no,227.0,1,no
42.0,6,1,1,2101,no,560.0,2,no
32.0,7,2,1,96,yes,135.0,1,no
28.0,0,2,1,1290,yes,361.0,1,no
57.0,5,1,0,1420,yes,246.0,1,no
38.0,9,1,2,1134,yes,419.0,2,no
22.0,8,2,1,1668,no,449.0,2,yes
54.0,0,1,1,1024,yes,71.0,1,no
32.0,9,1,2,13,yes,357.0,3,no
32.0,4,1,2,1437,yes,164.0,2,no
59.0,0,0,1,1090,yes,263.0,4,no
45.0,9,1,1,1689,no,146.0,2,no
53.0,11,1,0,923,no,759.0,2,yes
50.0,0,0,1,952,no,72.0,2,no
34.0,9,1,1,194,yes,131.0,2,no
35.0,0,0,1,1883,no,808.0,2,yes
30.0,12,1,2,1063,no,1183.0,1,no
62.0,3,1,1,795,no,123.0,3,no
40.0,1,1,1,537,yes,483.0,2,no
26.0,6,2,2,1200,no,238.0,3,no
34.0,4,1,2,227,yes,90.0,1,no
50.0,11,1,3,790,no,464.0,1,yes
31.0,11,0,2,410,no,385.0,9,no
35.0,9,1,1,903,yes,240.0,2,no
55.0,5,1,0,17,no,104.0,1,no
34.0,0,1,1,370,no,109.0,2,no
58.0,5,1,0,1940,no,598.0,4,no
50.0,4,2,2,797,yes,274.0,8,no
31.0,9,2,1,314,no,123.0,2,no
47.0,0,0,1,409,no,70.0,1,no
38.0,6,2,2,1055,yes,260.0,1,no
46.0,4,2,2,818,yes,190.0,3,no
42.0,1,1,0,752,yes,521.0,2,no
34.0,1,1,1,1680,yes,228.0,1,no
37.0,4,1,2,2086,no,466.0,4,yes
38.0,8,2,2,983,no,74.0,2,no
59.0,5,1,1,2260,yes,57.0,2,no
32.0,0,1,1,274,no,119.0,3,no
55.0,4,1,2,775,no,124.0,2,no
35.0,1,1,1,544,yes,65.0,50,no
56.0,4,0,2,233,no,127.0,6,no
27.0,0,1,1,68,yes,172.0,3,no
42.0,10,2,1,1700,yes,174.0,6,no
42.0,8,1,3,269,no,41.0,6,no
41.0,1,1,0,274,yes,232.0,3,no
53.0,5,0,1,172,no,161.0,1,no
67.0,5,1,0,1623,no,124.0,1,no
53.0,3,1,0,378,no,701.0,1,yes
33.0,1,1,0,462,yes,162.0,2,no
31.0,9,2,3,898,yes,431.0,2,no
31.0,0,1,1,482,yes,191.0,3,no
30.0,4,1,2,1504,yes,249.0,5,no
48.0,1,1,3,404,yes,189.0,1,no
30.0,9,2,1,446,no,167.0,4,no
43.0,9,2,2,274,no,73.0,4,no
38.0,4,0,2,1993,yes,162.0,1,no
46.0,10,1,1,1867,yes,235.0,2,no
59.0,1,0,1,1874,no,44.0,1,no
44.0,4,0,2,726,yes,127.0,2,no
35.0,1,1,1,1255,yes,93.0,3,no
55.0,1,1,3,297,no,143.0,1,no
39.0,4,2,2,274,yes,81.0,2,no
36.0,7,2,1,654,yes,77.0,2,no
33.0,1,1,1,932,yes,115.0,4,no
48.0,4,2,2,2215,no,125.0,1,no
33.0,4,2,2,274,no,53.0,4,no
67.0,5,1,3,900,no,77.0,2,no
48.0,10,0,1,1259,yes,45.0,1,no
57.0,4,1,2,1655,no,74.0,2,no
31.0,3,1,0,299,no,169.0,5,no
30.0,8,2,2,2192,no,269.0,2,no
56.0,2,0,0,303,no,52.0,2,no
26.0,1,1,0,2067,yes,246.0,3,no
44.0,4,1,1,2,yes,218.0,1,no
44.0,9,0,1,288,no,167.0,1,yes
31.0,4,1,2,1961,yes,316.0,3,yes
47.0,6,1,3,288,yes,142.0,1,no
30.0,0,2,1,379,yes,75.0,1,no
37.0,4,1,2,950,no,204.0,1,no
56.0,0,0,0,274,no,542.0,1,no
43.0,4,2,1,161,yes,122.0,2,no
42.0,7,1,1,755,yes,70.0,1,no
60.0,4,1,1,920,yes,266.0,1,no
34.0,1,1,3,315,yes,34.0,9,no
34.0,4,2,2,455,no,203.0,4,no
41.0,4,1,2,518,no,85.0,3,no
38.0,4,0,1,260,no,11.0,4,no
23.0,7,1,1,258,yes,13.0,10,no
33.0,4,1,2,1152,yes,562.0,1,yes
36.0,1,1,1,960,yes,185.0,3,no
49.0,10,1,2,637,no,158.0,1,no
34.0,0,0,1,729,yes,515.0,1,yes
40.0,9,0,1,107,yes,60.0,5,no
72.0,5,1,0,976,no,173.0,2,no
43.0,9,1,1,291,yes,353.0,4,no
44.0,1,1,1,1158,yes,143.0,3,no
35.0,0,1,1,274,yes,18.0,5,no
46.0,0,0,1,2190,no,466.0,1,no
55.0,0,1,1,1024,yes,85.0,1,no
50.0,9,0,1,37,yes,148.0,1,no
23.0,1,2,3,991,yes,123.0,1,no
34.0,8,1,3,1319,no,121.0,1,no
40.0,1,1,1,274,yes,245.0,3,no
61.0,5,1,1,1760,no,215.0,1,yes
53.0,9,1,1,2004,yes,190.0,6,no
57.0,9,1,1,274,no,44.0,1,no
28.0,1,1,1,1978,no,171.0,1,no
25.0,0,1,1,509,yes,62.0,12,no
38.0,1,1,1,442,yes,172.0,1,no
27.0,7,2,1,526,yes,78.0,10,no
45.0,1,1,1,1000,yes,319.0,5,no
31.0,7,2,1,719,no,111.0,1,no
39.0,1,1,0,1604,yes,158.0,1,no
42.0,9,1,1,274,no,82.0,12,no
46.0,4,1,2,727,yes,128.0,6,no
36.0,7,1,1,316,yes,102.0,4,no
30.0,4,2,2,958,yes,124.0,2,no
32.0,1,1,1,283,yes,334.0,2,no
52.0,9,1,2,1685,no,134.0,5,yes
31.0,4,1,2,1649,no,218.0,1,no
60.0,4,1,0,2042,no,313.0,1,no
35.0,1,2,1,636,yes,207.0,3,no
38.0,4,1,2,647,yes,262.0,1,no
46.0,4,0,2,407,no,134.0,2,no
45.0,2,0,2,1263,yes,197.0,3,no
59.0,7,1,1,274,yes,214.0,3,no
34.0,4,1,2,1755,yes,1165.0,7,no
33.0,9,0,1,274,yes,177.0,2,no
46.0,4,2,1,558,yes,141.0,6,no
48.0,0,1,1,555,yes,164.0,6,no
31.0,7,2,1,359,no,151.0,1,no
32.0,9,1,1,278,no,145.0,2,no
35.0,1,0,0,53,yes,111.0,1,no
36.0,1,2,0,627,no,217.0,1,no
52.0,4,1,2,7,yes,253.0,4,no
45.0,4,0,2,1082,no,74.0,1,no
34.0,4,1,2,274,no,263.0,2,no
25.0,1,1,0,51,yes,233.0,1,no
26.0,4,2,2,268,no,402.0,2,no
57.0,4,1,3,274,no,585.0,1,no
48.0,4,1,0,514,yes,145.0,1,no
48.0,9,1,3,2098,no,143.0,5,no
32.0,1,1,0,859,no,524.0,1,no
58.0,5,1,1,285,no,270.0,1,no
57.0,4,1,0,162,yes,272.0,1,no
31.0,2,1,2,2073,no,187.0,2,no
33.0,1,2,1,124,no,268.0,2,no
53.0,2,1,2,1621,yes,183.0,1,no
36.0,0,1,1,920,yes,123.0,3,no
32.0,9,2,2,908,yes,20.0,4,no
45.0,1,1,1,959,yes,232.0,4,no
35.0,10,1,2,990,yes,547.0,7,no
41.0,7,1,1,442,no,71.0,9,no
54.0,7,1,1,988,no,113.0,6,no
49.0,7,1,1,997,no,780.0,4,yes
28.0,9,2,1,1343,yes,246.0,1,no
24.0,1,2,3,685,yes,108.0,12,no
30.0,0,2,1,1112,yes,253.0,1,no
32.0,6,1,0,549,yes,175.0,1,no
53.0,2,1,2,2339,yes,106.0,1,no
42.0,1,1,0,1572,yes,86.0,2,no
48.0,1,1,0,2087,yes,248.0,3,no
33.0,9,1,1,452,yes,265.0,2,no
31.0,1,0,1,83,yes,182.0,5,no
56.0,10,0,0,1470,no,916.0,3,no
58.0,5,1,0,274,no,506.0,1,no
37.0,0,2,1,136,yes,81.0,1,no
59.0,4,1,0,1640,yes,30.0,1,no
50.0,4,2,2,1230,no,904.0,3,yes
39.0,3,2,0,383,yes,699.0,3,no
30.0,9,1,1,835,yes,19.0,1,no
47.0,7,0,1,2046,yes,389.0,1,no
44.0,6,1,1,575,no,211.0,4,no
38.0,1,1,0,553,yes,283.0,1,no
50.0,4,1,2,1250,no,474.0,2,no
27.0,0,2,2,1890,yes,157.0,2,no
73.0,5,1,1,293,no,509.0,2,no
46.0,1,1,0,416,yes,279.0,1,no
56.0,5,0,1,482,no,27.0,1,no
36.0,4,1,2,283,no,386.0,4,yes
33.0,1,1,0,1794,no,679.0,1,no
40.0,12,1,2,1461,yes,169.0,1,no
52.0,4,1,2,803,no,315.0,1,no
51.0,1,1,1,653,yes,293.0,2,no
33.0,1,1,1,857,yes,439.0,3,no
54.0,7,1,1,431,yes,198.0,1,no
44.0,4,1,1,1776,yes,770.0,2,no
50.0,2,1,1,1114,yes,340.0,2,no
45.0,1,2,1,274,yes,1472.0,1,yes
36.0,4,1,2,1184,yes,293.0,1,yes
42.0,9,1,1,2050,yes,311.0,2,yes
37.0,9,1,1,911,yes,291.0,2,no
28.0,7,2,1,86,yes,965.0,2,no
56.0,0,1,1,1582,no,594.0,1,no
59.0,0,1,1,366,yes,139.0,2,no
32.0,10,1,1,284,yes,501.0,4,no
57.0,5,1,0,1248,yes,274.0,1,no
49.0,0,2,1,1096,yes,10.0,3,no
56.0,2,1,3,803,no,18.0,2,no
48.0,0,0,3,229,no,243.0,1,no
27.0,8,2,2,1902,yes,198.0,1,yes
31.0,4,2,2,802,yes,410.0,2,no
28.0,1,2,1,317,no,190.0,1,no
36.0,4,1,2,682,no,121.0,1,no
58.0,3,1,0,274,yes,148.0,1,no
46.0,0,1,1,274,yes,239.0,2,no
32.0,4,2,2,724,yes,90.0,3,no
39.0,7,1,1,64,no,29.0,1,no
35.0,6,1,2,792,yes,58.0,1,no
31.0,4,1,2,587,yes,1139.0,2,yes
29.0,4,2,2,691,no,504.0,1,yes
48.0,1,1,0,802,no,348.0,1,no
60.0,5,1,0,274,no,130.0,3,no
74.0,5,1,1,1066,no,100.0,1,no
30.0,7,1,1,902,yes,544.0,1,no
52.0,0,2,0,274,no,182.0,11,no
24.0,1,1,1,164,yes,90.0,1,no
29.0,7,1,1,2280,yes,272.0,2,no
33.0,3,1,0,482,yes,260.0,2,no
34.0,1,1,1,341,yes,672.0,3,no
45.0,0,0,1,274,no,264.0,1,yes
31.0,1,1,1,274,no,275.0,2,no
45.0,9,1,1,1441,no,76.0,1,no
27.0,7,1,1,10,yes,749.0,2,no
30.0,4,2,2,1971,no,142.0,4,no
45.0,1,1,0,274,no,454.0,2,no
57.0,1,1,1,1373,yes,102.0,2,no
34.0,4,1,2,1282,no,521.0,3,no
40.0,0,1,1,274,yes,57.0,1,no
39.0,4,1,2,655,no,504.0,1,no
46.0,9,1,2,661,no,138.0,3,no
55.0,4,0,2,2258,yes,103.0,2,yes
25.0,4,2,2,1670,no,485.0,1,yes
34.0,4,1,2,901,no,166.0,1,no
37.0,1,1,0,659,yes,318.0,2,no
64.0,5,0,2,1041,no,531.0,3,no
45.0,9,0,1,985,yes,155.0,2,no
57.0,3,1,1,431,yes,73.0,1,no
21.0,8,2,3,410,yes,198.0,3,no
58.0,3,1,1,1718,no,137.0,1,no
41.0,1,2,1,349,yes,479.0,9,yes
41.0,4,1,3,1662,yes,285.0,1,no
58.0,4,1,2,776,yes,98.0,1,no
33.0,4,1,2,550,yes,199.0,2,no
32.0,4,1,2,539,yes,97.0,3,no
44.0,7,0,1,274,yes,389.0,5,no
47.0,11,1,3,886,no,384.0,1,no
41.0,6,1,0,601,no,37.0,3,no
54.0,9,1,2,372,no,420.0,4,no
47.0,9,0,2,727,yes,973.0,1,no
32.0,4,2,2,1703,no,77.0,4,no
59.0,3,1,2,274,no,376.0,2,no
29.0,9,2,2,1634,no,125.0,1,yes
48.0,7,1,1,257,no,142.0,2,no
32.0,9,2,1,500,yes,442.0,1,yes
46.0,4,0,1,26,no,728.0,2,no
31.0,1,2,0,142,no,281.0,3,no
53.0,1,1,1,299,no,528.0,2,yes
34.0,9,2,2,2259,yes,128.0,5,no
48.0,7,2,3,2063,yes,71.0,1,no
32.0,9,1,1,892,no,161.0,4,no
31.0,4,1,1,1309,yes,129.0,4,no
27.0,1,2,0,182,yes,54.0,2,no
60.0,0,1,1,99,yes,443.0,1,no
34.0,1,2,2,1114,yes,136.0,1,no
52.0,6,1,1,283,no,44.0,1,no
48.0,1,1,1,1204,yes,1181.0,9,no
45.0,9,1,0,123,no,225.0,2,no
54.0,9,0,1,1175,yes,81.0,1,no
52.0,7,1,1,1561,no,224.0,1,no
47.0,2,1,2,709,yes,189.0,4,no
54.0,11,1,1,1202,no,98.0,2,no
34.0,1,1,1,2224,yes,50.0,1,no
39.0,9,2,2,1135,no,195.0,10,no
46.0,9,1,1,1568,no,110.0,2,no
26.0,10,2,1,711,no,214.0,1,no
37.0,9,2,1,335,yes,182.0,8,no
47.0,1,1,1,1231,yes,239.0,2,no
35.0,9,1,1,1155,no,179.0,6,no
57.0,10,1,0,274,no,540.0,1,no
34.0,4,1,2,1430,yes,566.0,2,no
47.0,9,1,1,1241,no,697.0,4,yes
27.0,9,1,1,281,yes,98.0,2,no
40.0,1,1,1,28,yes,1018.0,2,yes
39.0,9,1,1,1104,no,221.0,1,no
36.0,2,1,2,280,no,246.0,1,no
42.0,9,2,1,274,no,656.0,2,no
23.0,1,2,0,2232,yes,281.0,1,no
34.0,4,1,2,406,yes,65.0,1,no
34.0,1,1,1,514,yes,193.0,5,no
49.0,7,1,1,1175,no,283.0,1,no
57.0,1,1,0,1409,no,78.0,4,no
59.0,5,1,3,274,no,425.0,6,no
57.0,0,1,2,320,no,238.0,2,no
34.0,1,1,1,1242,yes,182.0,1,no
61.0,4,1,1,1099,no,998.0,6,yes
35.0,1,0,1,274,yes,477.0,1,no
42.0,4,1,2,764,no,158.0,1,no
57.0,7,1,2,284,no,320.0,3,no
42.0,1,1,1,1585,yes,149.0,1,no
53.0,5,1,1,2131,yes,410.0,5,no
63.0,5,1,2,406,yes,104.0,2,no
47.0,6,1,1,1178,no,454.0,6,no
54.0,7,1,1,362,yes,190.0,1,no
45.0,0,1,1,274,no,145.0,10,no
28.0,4,2,2,122,yes,318.0,2,no
58.0,10,1,1,832,yes,246.0,2,no
48.0,4,2,2,669,no,761.0,2,no
35.0,4,0,2,274,yes,171.0,1,yes
37.0,6,1,2,274,no,143.0,1,no
37.0,1,1,1,891,yes,968.0,1,no
37.0,4,1,0,2341,no,154.0,1,no
25.0,7,2,1,111,no,246.0,1,no
58.0,1,1,1,824,yes,201.0,1,no
52.0,4,1,1,52,yes,81.0,4,no
19.0,8,2,1,565,no,205.0,1,yes
59.0,1,1,1,2083,yes,200.0,3,no
41.0,9,1,1,338,yes,210.0,2,no
34.0,9,2,2,850,no,215.0,10,no
35.0,9,2,1,2107,yes,164.0,2,no
41.0,9,1,1,1049,no,35.0,6,no
28.0,1,2,1,2140,yes,615.0,1,no
53.0,4,0,1,386,no,246.0,3,no
35.0,7,1,1,274,no,42.0,1,no
33.0,0,2,2,839,no,217.0,1,no
37.0,9,2,1,689,yes,210.0,1,no
32.0,9,1,1,965,yes,116.0,4,no
32.0,1,1,1,728,yes,200.0,1,no
54.0,7,1,3,2206,yes,145.0,4,no
44.0,1,1,1,1514,yes,41.0,1,no
36.0,9,0,2,1216,yes,192.0,2,no
56.0,0,1,1,1262,yes,80.0,2,no
30.0,4,2,2,292,no,121.0,11,no
36.0,1,1,1,414,yes,106.0,3,no
43.0,4,1,2,1753,no,230.0,1,no
40.0,9,1,1,1721,yes,125.0,2,no
32.0,9,2,2,1170,yes,67.0,1,no
34.0,1,1,1,760,yes,26.0,1,no
37.0,7,1,1,275,no,395.0,2,no
28.0,0,2,1,958,no,603.0,2,no
35.0,11,1,0,852,no,185.0,2,no
53.0,1,2,1,2106,no,287.0,2,no
60.0,0,1,3,1165,yes,149.0,1,no
40.0,2,1,1,1377,yes,173.0,7,no
57.0,5,1,0,349,no,118.0,2,no
29.0,9,2,1,377,no,314.0,1,no
44.0,1,1,0,407,yes,378.0,1,no
41.0,0,2,1,935,no,94.0,7,no
47.0,9,1,1,1542,yes,108.0,4,no
43.0,9,1,2,463,no,203.0,2,no
37.0,9,2,1,534,no,121.0,1,no
34.0,9,2,2,812,yes,489.0,2,no
30.0,1,2,1,864,yes,287.0,1,no
57.0,2,0,1,299,yes,652.0,1,no
26.0,0,2,1,370,yes,612.0,2,no
34.0,4,1,2,1176,yes,53.0,5,no
46.0,9,0,1,217,no,270.0,1,yes
38.0,2,1,2,441,yes,442.0,1,yes
37.0,9,2,1,1888,no,664.0,3,yes
28.0,4,2,2,1646,no,394.0,2,no
57.0,1,1,0,450,no,230.0,3,no
39.0,4,1,2,946,yes,877.0,7,yes
49.0,7,1,1,582,no,1971.0,4,yes
38.0,9,1,1,1532,yes,161.0,2,no
27.0,1,1,1,992,yes,188.0,5,no
30.0,0,1,1,1712,yes,23.0,5,no
38.0,0,1,2,1536,no,176.0,2,no
36.0,4,1,2,1403,no,26.0,2,no
38.0,5,2,3,336,no,212.0,1,no
59.0,3,1,0,504,no,119.0,2,no
37.0,4,1,2,738,yes,205.0,5,no
29.0,6,1,2,1927,yes,73.0,4,no
43.0,1,1,1,902,yes,1258.0,2,yes
33.0,9,1,1,332,yes,57.0,2,no
54.0,3,0,1,1292,no,115.0,2,no
55.0,7,1,1,789,no,58.0,1,no
32.0,9,2,2,929,yes,238.0,1,no
48.0,4,1,0,1818,yes,207.0,3,no
33.0,4,2,2,1338,yes,178.0,2,no
46.0,0,1,1,394,yes,20.0,11,no
44.0,4,1,2,1147,no,188.0,3,yes
47.0,1,1,0,1035,yes,143.0,1,no
38.0,9,1,1,2156,no,232.0,1,yes
80.0,5,1,1,712,no,127.0,2,no
40.0,6,1,1,438,yes,380.0,4,no
43.0,2,1,2,1400,yes,167.0,3,no
32.0,9,2,2,1421,no,796.0,1,yes
39.0,4,1,2,793,no,303.0,2,no
33.0,9,1,1,2250,yes,407.0,2,no
31.0,9,2,1,309,no,229.0,1,no
36.0,4,2,2,274,no,108.0,2,no
35.0,4,2,2,1667,yes,265.0,1,no
25.0,7,2,1,628,no,168.0,1,no
33.0,4,2,1,1391,yes,97.0,1,no
23.0,1,2,0,2232,yes,169.0,1,no
31.0,4,2,2,1694,no,103.0,2,no
36.0,4,1,2,274,yes,599.0,3,no
44.0,9,2,2,1047,yes,322.0,2,no
31.0,4,3,2,644,yes,304.0,1,no
55.0,1,1,0,1429,yes,52.0,3,no
51.0,3,0,1,2248,no,655.0,4,yes
36.0,0,1,1,274,yes,101.0,2,no
27.0,10,2,2,275,no,65.0,2,no
40.0,7,1,1,954,yes,173.0,4,no
49.0,7,1,1,544,yes,162.0,3,no
59.0,5,1,0,320,no,78.0,2,no
32.0,4,1,2,1658,yes,646.0,5,yes
42.0,5,2,2,570,no,114.0,2,no
35.0,4,0,2,433,yes,141.0,6,no
29.0,1,2,1,787,yes,133.0,4,no
29.0,9,2,1,961,yes,1994.0,2,no
37.0,1,2,1,322,no,140.0,2,no
49.0,0,1,0,440,yes,82.0,3,no
51.0,7,0,1,286,yes,150.0,1,no
61.0,3,1,0,1015,no,605.0,1,no
43.0,4,1,1,731,yes,164.0,1,no
42.0,7,1,2,2286,yes,36.0,1,no
24.0,1,1,1,148,yes,290.0,2,no
46.0,6,1,2,1196,no,104.0,2,no
23.0,0,2,1,279,no,413.0,1,no
26.0,7,2,1,324,yes,153.0,1,no
43.0,1,0,0,366,yes,237.0,2,no
35.0,9,2,2,720,yes,743.0,13,yes
38.0,9,1,1,274,no,82.0,4,no
56.0,10,0,0,383,no,924.0,4,no
31.0,7,1,1,694,yes,117.0,3,no
32.0,4,2,2,274,no,550.0,4,yes
28.0,7,2,1,1715,no,5.0,1,no
26.0,0,0,1,271,yes,181.0,5,no
49.0,4,1,2,2171,no,325.0,2,no
33.0,0,1,1,490,yes,345.0,1,no
80.0,5,1,0,1385,no,331.0,2,no
40.0,1,1,1,588,yes,112.0,1,no
42.0,9,0,1,274,yes,115.0,6,no
46.0,1,1,1,397,no,381.0,3,no
32.0,4,2,2,901,no,119.0,1,no
37.0,7,2,2,493,yes,25.0,1,no
32.0,8,1,1,1448,yes,929.0,1,no
53.0,4,1,2,1996,yes,429.0,1,no
39.0,4,1,2,1042,yes,491.0,1,no
31.0,9,0,1,472,yes,146.0,1,no
34.0,4,2,2,274,no,191.0,2,no
44.0,9,1,2,1454,no,406.0,3,no
35.0,9,1,1,2300,yes,220.0,2,no
39.0,0,1,1,662,no,253.0,5,no
55.0,7,1,1,370,no,340.0,2,no
34.0,3,1,1,274,yes,154.0,1,yes
39.0,9,1,2,144,no,121.0,4,no
58.0,5,1,1,668,no,104.0,5,no
37.0,1,1,0,868,yes,127.0,2,no
56.0,5,0,0,898,no,144.0,1,yes
32.0,0,2,1,2262,yes,149.0,2,no
41.0,9,2,2,1428,yes,261.0,1,yes
29.0,0,2,2,288,no,87.0,1,no
44.0,4,1,2,2194,no,719.0,5,no
24.0,1,1,1,283,yes,292.0,7,no
43.0,4,2,1,1127,yes,145.0,1,no
26.0,0,1,2,1749,no,52.0,3,no
39.0,0,1,1,527,yes,146.0,1,no
49.0,1,1,1,1554,yes,451.0,1,yes
52.0,1,0,0,213,yes,167.0,4,no
33.0,1,1,2,1346,no,98.0,4,no
30.0,1,1,1,399,yes,238.0,2,no
32.0,9,2,2,1062,no,85.0,7,no
27.0,4,2,2,274,yes,323.0,4,no
58.0,1,1,0,347,no,116.0,1,no
46.0,5,1,0,246,yes,304.0,3,no
28.0,4,2,2,1304,no,267.0,1,no
39.0,7,1,0,1413,yes,201.0,2,no
41.0,7,1,3,362,yes,105.0,1,no
38.0,7,1,1,689,yes,193.0,2,no
50.0,10,0,1,915,yes,113.0,1,no
56.0,7,1,1,908,yes,151.0,2,no
34.0,9,1,1,1387,no,200.0,2,no
33.0,1,0,1,196,yes,145.0,1,no
61.0,9,1,1,1226,no,214.0,4,yes
36.0,0,2,1,321,no,36.0,6,no
34.0,9,1,2,779,yes,58.0,2,no
36.0,1,1,1,893,yes,174.0,2,no
45.0,4,1,2,509,no,587.0,1,yes
27.0,8,2,2,392,no,112.0,1,no
45.0,0,1,1,101,yes,175.0,2,no
40.0,6,1,2,1415,no,279.0,1,no
36.0,4,2,1,1365,yes,270.0,1,yes
46.0,1,1,0,420,yes,116.0,2,no
37.0,2,1,2,1006,yes,129.0,2,no
36.0,9,1,1,329,yes,38.0,2,no
37.0,0,1,1,1180,no,138.0,1,no
22.0,8,2,2,896,no,338.0,1,yes
51.0,7,3,1,274,no,565.0,3,no
49.0,9,1,1,2289,no,77.0,8,no
35.0,4,1,2,785,yes,314.0,2,no
50.0,3,1,0,274,no,179.0,2,no
31.0,7,1,2,571,yes,294.0,1,no
47.0,7,2,1,307,yes,298.0,1,no
59.0,1,1,1,890,yes,427.0,2,no
32.0,1,1,1,1475,yes,87.0,4,no
71.0,5,1,2,2307,yes,397.0,1,yes
31.0,4,2,2,2290,no,344.0,1,yes
41.0,1,1,0,278,no,74.0,5,no
35.0,1,1,0,1877,yes,148.0,4,no
36.0,4,1,2,521,no,161.0,3,no
46.0,1,0,0,1455,no,110.0,1,no
46.0,1,1,1,2039,yes,1529.0,1,no
47.0,9,1,2,1653,no,236.0,1,no
35.0,4,2,2,519,yes,89.0,2,no
37.0,1,1,1,607,yes,390.0,1,no
56.0,0,1,1,319,no,1467.0,1,yes
46.0,0,1,1,788,yes,646.0,3,yes
44.0,4,0,2,35,yes,183.0,1,no
48.0,9,2,2,62,yes,168.0,2,no
28.0,1,2,1,330,yes,66.0,1,no
38.0,2,1,2,1367,no,160.0,3,no
34.0,4,2,2,449,yes,14.0,2,no
56.0,9,1,1,619,yes,220.0,4,no
55.0,5,0,1,1402,no,1007.0,1,yes
44.0,1,0,1,491,no,149.0,13,no
38.0,9,1,2,1206,yes,665.0,1,no
53.0,5,1,1,1266,yes,174.0,3,no
41.0,0,2,2,1097,no,105.0,1,no
34.0,9,2,1,290,no,990.0,1,yes
34.0,4,2,2,275,no,582.0,1,no
35.0,7,1,1,402,yes,136.0,1,no
338.0,2,2,1,1681,no,223.0,1,yes
42.0,2,1,2,2351,no,205.0,2,no
56.0,1,1,0,1001,yes,214.0,1,no
37.0,4,0,2,274,yes,217.0,6,no
47.0,3,1,1,1930,yes,171.0,2,no
29.0,1,1,1,399,yes,50.0,1,no
41.0,4,1,2,413,yes,65.0,3,no
43.0,9,2,1,818,yes,55.0,1,no
38.0,6,1,1,933,no,256.0,3,no
31.0,9,1,1,814,yes,151.0,1,no
32.0,4,2,2,1636,no,226.0,1,no
40.0,4,1,2,557,yes,97.0,5,no
45.0,0,1,1,861,no,92.0,1,no
43.0,4,1,1,254,yes,343.0,1,no
27.0,7,2,1,1840,yes,493.0,5,no
33.0,4,2,2,297,no,216.0,3,no
37.0,0,1,1,281,yes,224.0,7,no
60.0,0,1,1,1903,no,190.0,1,yes
51.0,6,1,3,1566,no,458.0,6,yes
44.0,1,1,1,755,yes,222.0,1,no
48.0,4,1,3,274,yes,612.0,1,no
57.0,1,1,0,367,yes,137.0,1,no
29.0,9,2,2,274,yes,104.0,2,no
50.0,7,1,1,2345,no,206.0,4,no
36.0,7,1,1,265,yes,172.0,28,no
49.0,9,1,2,765,yes,152.0,2,yes
49.0,9,1,1,226,yes,114.0,1,no
35.0,4,1,2,274,no,89.0,1,no
39.0,9,2,1,396,yes,158.0,1,no
34.0,1,1,0,612,no,326.0,11,no
57.0,6,1,1,309,no,215.0,3,no
37.0,9,0,1,1699,yes,53.0,1,no
25.0,7,2,1,338,no,71.0,11,no
43.0,1,1,0,334,no,487.0,2,no
37.0,1,1,1,603,yes,340.0,2,no
36.0,1,2,2,1487,no,183.0,1,no
49.0,4,0,2,1510,no,131.0,2,no
38.0,4,2,2,2325,yes,208.0,1,no
39.0,4,0,2,300,no,311.0,5,no
